user_id,visitStartTime,date,pageviews,transactions
8511919139820061569,1490444196,2017-03-25,1,
8947374415698024616,1490484209,2017-03-25,1,
5268565410741056565,1490431363,2017-03-25,1,
4500401178160566000,1490490332,2017-03-26,1,
578894312407244673,1490450192,2017-03-25,1,
1298537665381614398,1490451129,2017-03-25,1,
0924426465165840802,1490472450,2017-03-25,1,
0838004628949834109,1490485419,2017-03-25,1,
380566623244597934,1490432301,2017-03-25,1,
4999439580474716914,1490469194,2017-03-25,1,
7296343323437640163,1490489589,2017-03-26,1,
3072848861885666306,1490430150,2017-03-25,1,
2877201423243550007,1490477131,2017-03-25,1,
7792033538345135959,1490456977,2017-03-25,1,
1052974046602541172,1490428878,2017-03-25,1,
0169230922413411389,1490460619,2017-03-25,1,
6861754840195119965,1490437857,2017-03-25,1,
7219697338995460324,1490440877,2017-03-25,1,
6292482627010794271,1490505560,2017-03-26,1,
6480088601933144999,1490495918,2017-03-26,1,
8370571149539154182,1490494355,2017-03-26,1,
8370571149539154182,1490498204,2017-03-26,1,
1099819645261283093,1490457440,2017-03-25,1,
799802021791698770,1490426743,2017-03-25,1,
9894955795481014038,1490445377,2017-03-25,1,
4176380783993195400,1490432244,2017-03-25,1,
6942082545768044648,1490432553,2017-03-25,1,
4824986263026313357,1490447307,2017-03-25,1,
4549921256695963812,1490466394,2017-03-25,1,
4176380783993195400,1490442796,2017-03-25,1,
6448210566301485878,1490474433,2017-03-25,1,
8851260131297270495,1490450693,2017-03-25,1,
3021663696435142804,1490461566,2017-03-25,1,
9263517243404394678,1490443875,2017-03-25,1,
0050554963380363196,1490443972,2017-03-25,1,
3599076260203147815,1490465277,2017-03-25,1,
8724943453889650120,1490502917,2017-03-26,1,
4260332102937945997,1490477995,2017-03-25,1,
0581053448720327101,1490508669,2017-03-26,1,
1947231694951025744,1490454318,2017-03-25,1,
5234957839545033412,1490455626,2017-03-25,1,
9154877913583333258,1490490593,2017-03-26,1,
3287071130201645654,1490461551,2017-03-25,1,
2994701663154363487,1490492029,2017-03-26,1,
9339863667651205437,1490467058,2017-03-25,1,
8673527511018078212,1490435262,2017-03-25,1,
4279944916706251608,1490482804,2017-03-25,1,
90914391572436336,1490438033,2017-03-25,1,
866363988985123634,1490461378,2017-03-25,1,
8834602321948656199,1490449473,2017-03-25,1,
1070181947654646911,1490456703,2017-03-25,1,
9487294114426204699,1490473491,2017-03-25,1,
8874271528685064280,1490459835,2017-03-25,1,
628461751484429708,1490445362,2017-03-25,1,
154351939705946557,1490506107,2017-03-26,1,
859703840800962584,1490499682,2017-03-26,1,
7239254544787839250,1490446759,2017-03-25,1,
1990051547768265161,1490508802,2017-03-26,1,
5648001364662546416,1490465977,2017-03-25,1,
5638783413710227499,1490467397,2017-03-25,1,
9425175466513662118,1490447259,2017-03-25,1,
4824986263026313357,1490497927,2017-03-26,1,
322114567709199618,1490499326,2017-03-26,1,
397593530700768058,1490438954,2017-03-25,1,
0171207388864587272,1490444451,2017-03-25,1,
6873082315465486261,1490482178,2017-03-25,1,
6993102525820345176,1490434627,2017-03-25,1,
8724347635296993535,1490477064,2017-03-25,1,
2605921952635715810,1490496144,2017-03-26,1,
1256245129238084024,1490446362,2017-03-25,1,
4729479744685011632,1490440178,2017-03-25,1,
838705483564339285,1490469296,2017-03-25,1,
1101308346346661660,1490474803,2017-03-25,1,
6469884952761482564,1490442870,2017-03-25,1,
5393353088920734380,1490481490,2017-03-25,1,
5696667685436779495,1490452661,2017-03-25,1,
888537452991879339,1490459639,2017-03-25,1,
8167775033526204759,1490473030,2017-03-25,1,
4848023554023763819,1490440939,2017-03-25,1,
4818958967859586142,1490458020,2017-03-25,1,
0286250250423790056,1490454235,2017-03-25,1,
1233044150958992092,1490442980,2017-03-25,1,
8199671675155148288,1490509030,2017-03-26,1,
8199671675155148288,1490473565,2017-03-25,1,
8842855310441076990,1490428116,2017-03-25,1,
0720311197761340948,1490464099,2017-03-25,1,
1410744966726380590,1490493522,2017-03-26,1,
1445001825696334918,1490466177,2017-03-25,1,
4938136147901644259,1490433357,2017-03-25,1,
4567845300925399737,1490435064,2017-03-25,1,
4267765006914067022,1490435651,2017-03-25,1,
0483482241629740079,1490468825,2017-03-25,1,
6092317558270440428,1490475087,2017-03-25,1,
1974574799458469669,1490461359,2017-03-25,1,
4386139080313546531,1490463718,2017-03-25,1,
6984407907859009484,1490507279,2017-03-26,1,
7371635433296685624,1490502845,2017-03-26,1,
0483482241629740079,1490445051,2017-03-25,1,
8055528195594240963,1490502088,2017-03-26,1,
2411231267209830752,1490467387,2017-03-25,1,
4996856706253769459,1490488174,2017-03-26,1,
9956835112051655410,1490461391,2017-03-25,1,
4034966356985615293,1490429560,2017-03-25,1,
0483482241629740079,1490445020,2017-03-25,1,
4996856706253769459,1490503331,2017-03-26,1,
3850948429530819555,1490468258,2017-03-25,1,
1974574799458469669,1490428867,2017-03-25,1,
7743549273340805213,1490461500,2017-03-25,1,
0756918889055696799,1490508815,2017-03-26,1,
3494409359226953573,1490504500,2017-03-26,1,
6210713416041847991,1490425833,2017-03-25,1,
8820731569174254357,1490449124,2017-03-25,1,
929574821901249251,1490488197,2017-03-26,1,
2413425907997270324,1490498086,2017-03-26,1,
4256402075246851398,1490487987,2017-03-26,1,
3320786118855121961,1490456298,2017-03-25,1,
9762388608592212987,1490480153,2017-03-25,1,
8419855090996383520,1490459510,2017-03-25,1,
7322560015574608053,1490504341,2017-03-26,1,
0272159794380925148,1490492531,2017-03-26,1,
8748733332941588759,1490477596,2017-03-25,1,
3001817411648247067,1490478614,2017-03-25,1,
195669866511365619,1490449650,2017-03-25,1,
2980331944260153661,1490462035,2017-03-25,1,
6676328257662772665,1490442558,2017-03-25,1,
3530850634838534528,1490427099,2017-03-25,1,
9511261216910453751,1490482225,2017-03-25,1,
8776772540965490676,1490491684,2017-03-26,1,
8332610454286879951,1490426282,2017-03-25,1,
4733352628365404143,1490436563,2017-03-25,1,
4599654415909986776,1490485224,2017-03-25,1,
8481102373784197856,1490477986,2017-03-25,1,
2589573923108339600,1490497367,2017-03-26,1,
393226994656011198,1490506865,2017-03-26,1,
0180410112299383329,1490450709,2017-03-25,1,
4782380944499523805,1490511302,2017-03-26,1,
4241382030143247952,1490452512,2017-03-25,1,
5309188784491922527,1490452925,2017-03-25,1,
6334683542130069159,1490460502,2017-03-25,1,
8448512602875918973,1490471236,2017-03-25,1,
1578802176985683257,1490472603,2017-03-25,1,
8109995204888957785,1490438038,2017-03-25,1,
7035397922397067874,1490445084,2017-03-25,1,
0900757326754319631,1490466565,2017-03-25,1,
4428195449762954103,1490457413,2017-03-25,1,
2761886244969455554,1490443391,2017-03-25,1,
309210640690877555,1490456820,2017-03-25,1,
0718373154389034521,1490454097,2017-03-25,1,
1856653430103687201,1490497589,2017-03-26,1,
5384148421514292281,1490493472,2017-03-26,1,
9885633933154357863,1490440946,2017-03-25,1,
1167622007844210723,1490458542,2017-03-25,1,
5399821301416903218,1490459066,2017-03-25,1,
4274404359237631576,1490465886,2017-03-25,1,
0217371816966597978,1490462100,2017-03-25,1,
700265547151815590,1490442906,2017-03-25,1,
4830714865828975134,1490458226,2017-03-25,1,
8127630542682956718,1490478867,2017-03-25,1,
8464319219427695636,1490486129,2017-03-25,1,
5408720755300914759,1490437038,2017-03-25,1,
3126896574059913445,1490468598,2017-03-25,1,
2141580922073039244,1490433260,2017-03-25,1,
7310637693028310855,1490483678,2017-03-25,1,
4437000874461984696,1490510968,2017-03-26,1,
4913954117425201947,1490474232,2017-03-25,1,
4663642806381809104,1490427677,2017-03-25,1,
6383783518797160297,1490450998,2017-03-25,1,
4661624790216023034,1490463649,2017-03-25,1,
3804016460325237730,1490439141,2017-03-25,1,
6125523003947955452,1490480599,2017-03-25,1,
2960172673481841163,1490459327,2017-03-25,1,
0918364833365620284,1490487226,2017-03-26,1,
9515579676475892621,1490479888,2017-03-25,1,
3635640229367029815,1490426211,2017-03-25,1,
3965859721641602477,1490473919,2017-03-25,1,
620855577770554067,1490450623,2017-03-25,1,
6448210566301485878,1490474447,2017-03-25,1,
0400274615457027493,1490467976,2017-03-25,1,
9195555775640229044,1490432962,2017-03-25,1,
4460768500637208445,1490508351,2017-03-26,1,
542549908184272192,1490452070,2017-03-25,1,
3470995423932505191,1490426879,2017-03-25,1,
8657465968113360173,1490471971,2017-03-25,1,
1334184423106721542,1490466368,2017-03-25,1,
5513710759984132877,1490433520,2017-03-25,1,
1658847180717852257,1490496124,2017-03-26,1,
8106950686761994576,1490493628,2017-03-26,1,
868888503993235979,1490452052,2017-03-25,1,
1507154104674177043,1490432914,2017-03-25,1,
8755197259903382685,1490487408,2017-03-26,1,
9482102428209052442,1490433203,2017-03-25,1,
702681402279216203,1490455016,2017-03-25,1,
35795461067717610,1490469610,2017-03-25,1,
1469350411607717301,1490491449,2017-03-26,1,
3162151398502196685,1490462377,2017-03-25,1,
4350437272709061972,1490472735,2017-03-25,1,
9892673172522074038,1490496746,2017-03-26,1,
4598162198626915602,1490480794,2017-03-25,1,
4350437272709061972,1490488669,2017-03-26,1,
2249872889765369566,1490488228,2017-03-26,1,
0126503278972985293,1490459418,2017-03-25,1,
0383172391435772224,1490460527,2017-03-25,1,
5179199943862242731,1490502089,2017-03-26,1,
0126503278972985293,1490450809,2017-03-25,1,
3517969298326700741,1490435085,2017-03-25,1,
2411104240309430308,1490453828,2017-03-25,1,
6638991143199582648,1490472868,2017-03-25,1,
2411231267209830752,1490468770,2017-03-25,1,
8277444287874611062,1490438896,2017-03-25,1,
1049223761408826619,1490426686,2017-03-25,1,
5313714880731364180,1490426681,2017-03-25,1,
9951647736713930928,1490501933,2017-03-26,1,
6982294686766429684,1490477649,2017-03-25,1,
0347973926931719364,1490498628,2017-03-26,1,
3442094002041741271,1490449254,2017-03-25,1,
5806016102251934221,1490478824,2017-03-25,1,
116508225024823786,1490488195,2017-03-26,1,
7798310501353200421,1490437571,2017-03-25,1,
2802203346294134631,1490464420,2017-03-25,1,
4754301992548596111,1490475734,2017-03-25,1,
1184182851716864172,1490482243,2017-03-25,1,
7349997065405021428,1490461147,2017-03-25,1,
0986425774380455307,1490425796,2017-03-25,1,
3246773566587786033,1490463182,2017-03-25,1,
6406633323077955965,1490460106,2017-03-25,1,
0944492083030225997,1490425336,2017-03-25,1,
713441172334821694,1490468689,2017-03-25,1,
8405257120522393591,1490492806,2017-03-26,1,
4283207796060847004,1490445345,2017-03-25,1,
9656396453120133155,1490440996,2017-03-25,1,
7771825454441687200,1490457561,2017-03-25,1,
0885861123896989580,1490483306,2017-03-25,1,
9818658655248398577,1490452701,2017-03-25,1,
9868520827324685238,1490495222,2017-03-26,1,
3516985094458368234,1490488312,2017-03-26,1,
3841474621693220991,1490496382,2017-03-26,1,
0030912664118798714,1490477220,2017-03-25,1,
73381880043548892,1490448132,2017-03-25,1,
3967079840043276299,1490433368,2017-03-25,1,
5749798166197421599,1490463255,2017-03-25,1,
4411252560766952905,1490489560,2017-03-26,1,
8011777009908338841,1490501812,2017-03-26,1,
0392014512368124298,1490463925,2017-03-25,1,
7036155733863941485,1490502742,2017-03-26,1,
6883554679051578917,1490456331,2017-03-25,1,
3468408116690782481,1490451004,2017-03-25,1,
2997248896149990674,1490482669,2017-03-25,1,
2734789674837456805,1490435047,2017-03-25,1,
6887540461593348076,1490443078,2017-03-25,1,
1832893688320446751,1490504850,2017-03-26,1,
5294529063155084495,1490454888,2017-03-25,1,
746042477297927143,1490507258,2017-03-26,1,
549935735940887113,1490429956,2017-03-25,1,
2712855421354054555,1490492319,2017-03-26,1,
5854146952423205033,1490458648,2017-03-25,1,
5534935457261722679,1490447109,2017-03-25,1,
7615206059889435174,1490502868,2017-03-26,1,
3211083222248372399,1490458657,2017-03-25,1,
1544384629580752069,1490497173,2017-03-26,1,
8348853510610896536,1490436448,2017-03-25,1,
4314194312312916240,1490466418,2017-03-25,1,
0966794240399474929,1490446829,2017-03-25,1,
2118765788280277401,1490485292,2017-03-25,1,
6442575113112667147,1490480972,2017-03-25,1,
5653437851107340104,1490452002,2017-03-25,1,
4510891514156519949,1490428668,2017-03-25,1,
279220195037051348,1490504047,2017-03-26,1,
9085253006018478111,1490437338,2017-03-25,1,
5970980652435217425,1490459741,2017-03-25,1,
6928447187141385996,1490470028,2017-03-25,1,
7698070219142970833,1490484724,2017-03-25,1,
4200470357774080274,1490492889,2017-03-26,1,
4438169552177568311,1490438133,2017-03-25,1,
5822063976634588872,1490502661,2017-03-26,1,
2592787741352419004,1490476999,2017-03-25,1,
0044118221413743359,1490449860,2017-03-25,1,
1886358622028880623,1490444242,2017-03-25,1,
4582763746895139143,1490498713,2017-03-26,1,
1018434187407841765,1490458095,2017-03-25,1,
8883723627848065580,1490454845,2017-03-25,1,
6275770133826672196,1490431019,2017-03-25,1,
9322721155751139553,1490428877,2017-03-25,1,
6998016865718827525,1490434935,2017-03-25,1,
9505713955794346292,1490449553,2017-03-25,1,
9516573244531734125,1490486973,2017-03-26,1,
1610187664637738576,1490506841,2017-03-26,1,
3293801675865095368,1490443916,2017-03-25,1,
9119145660541549949,1490444811,2017-03-25,1,
2026815950120940247,1490431879,2017-03-25,1,
2395297280172153565,1490457125,2017-03-25,1,
7354178826581701251,1490495156,2017-03-26,1,
2617518191003420269,1490436153,2017-03-25,1,
7518994712009724380,1490457414,2017-03-25,1,
3803097673928820795,1490432816,2017-03-25,1,
2290627749289423971,1490476626,2017-03-25,1,
4530592491896779798,1490439538,2017-03-25,1,
1863201981152738147,1490436454,2017-03-25,1,
6971971579681637693,1490493691,2017-03-26,1,
6530972410651481679,1490435031,2017-03-25,1,
1578039599418627683,1490444000,2017-03-25,1,
4814920886157478018,1490439235,2017-03-25,1,
1644868643442624985,1490432857,2017-03-25,1,
2156556307219895146,1490450618,2017-03-25,1,
2107613996477467187,1490468658,2017-03-25,1,
8400609564661207219,1490437088,2017-03-25,1,
0147375357055791140,1490504318,2017-03-26,1,
0567050327820483464,1490463173,2017-03-25,1,
1050451059419747261,1490464762,2017-03-25,1,
4963689248070384959,1490501543,2017-03-26,1,
9766810815800126003,1490461616,2017-03-25,1,
779843179131503008,1490478268,2017-03-25,1,
4909419935127292285,1490447503,2017-03-25,1,
0685031410785079236,1490450749,2017-03-25,1,
889808993785882561,1490441633,2017-03-25,1,
0777485831762483523,1490453945,2017-03-25,1,
5669948825003492246,1490483338,2017-03-25,1,
3313429624964534881,1490498896,2017-03-26,1,
5156998906936235346,1490431771,2017-03-25,1,
5914871288711444667,1490471485,2017-03-25,1,
7660101847952193967,1490432674,2017-03-25,1,
7157781870915761218,1490467208,2017-03-25,1,
4800871639858498290,1490460760,2017-03-25,1,
0108201207103824255,1490472304,2017-03-25,1,
3828843291027040894,1490504022,2017-03-26,1,
0127815319715954024,1490457615,2017-03-25,1,
073971295231455797,1490491363,2017-03-26,1,
174917420735636339,1490497813,2017-03-26,1,
7574186139770596004,1490469208,2017-03-25,1,
6245787471748773759,1490451854,2017-03-25,1,
7822919715544323517,1490484305,2017-03-25,1,
3517810432787557332,1490450975,2017-03-25,1,
9203506255230860083,1490429134,2017-03-25,1,
8569496875606401738,1490432417,2017-03-25,1,
9323623249529755121,1490491763,2017-03-26,1,
351557609138264488,1490430627,2017-03-25,1,
3101827188607328998,1490473636,2017-03-25,1,
2125295055215828433,1490456757,2017-03-25,1,
6581473944569294342,1490461126,2017-03-25,1,
2915390916549902862,1490464958,2017-03-25,1,
1582796584737701980,1490429269,2017-03-25,1,
8022938889868073355,1490438390,2017-03-25,1,
4889189536153519848,1490435522,2017-03-25,1,
557179379536005640,1490507520,2017-03-26,1,
5669948825003492246,1490510389,2017-03-26,1,
6319382884745142073,1490449967,2017-03-25,1,
9154692977840775050,1490497595,2017-03-26,1,
278870796176884463,1490443225,2017-03-25,1,
2790732213040899352,1490425988,2017-03-25,1,
168007323259021239,1490447265,2017-03-25,1,
6093320546850973352,1490426002,2017-03-25,1,
1678932183408155881,1490485137,2017-03-25,1,
9992609129707954780,1490474058,2017-03-25,1,
0456287687282209985,1490446272,2017-03-25,1,
6141194940431242287,1490467700,2017-03-25,1,
6019676554582848861,1490468228,2017-03-25,1,
3848449270457216415,1490485230,2017-03-25,1,
9871246940220604059,1490503601,2017-03-26,1,
380577775784155755,1490439628,2017-03-25,1,
8813449832704302536,1490491486,2017-03-26,1,
0430468395960525919,1490435963,2017-03-25,1,
0774521133235772318,1490475411,2017-03-25,1,
6799703848857883161,1490503594,2017-03-26,1,
628620556505560446,1490472820,2017-03-25,1,
9072198935916865243,1490425377,2017-03-25,1,
2785910679105269119,1490450477,2017-03-25,1,
5707401284475436970,1490433365,2017-03-25,1,
0399836601972088974,1490470910,2017-03-25,1,
8310082679998287622,1490494080,2017-03-26,1,
1100625505986834956,1490494066,2017-03-26,1,
8939697449947114781,1490457973,2017-03-25,1,
0914005857002172234,1490440066,2017-03-25,1,
4356742181002921067,1490445278,2017-03-25,1,
729580747634089042,1490455899,2017-03-25,1,
2159852015206755624,1490450930,2017-03-25,1,
2375835226597414811,1490441814,2017-03-25,1,
0390073957740660112,1490477853,2017-03-25,1,
0044118221413743359,1490459214,2017-03-25,1,
5122168396600510360,1490438096,2017-03-25,1,
9361351631140191553,1490479033,2017-03-25,1,
800826493755905791,1490510065,2017-03-26,1,
5655575501562698503,1490487084,2017-03-26,1,
7854134498507210405,1490459951,2017-03-25,1,
0044118221413743359,1490478787,2017-03-25,1,
0655551286000979759,1490511317,2017-03-26,1,
4564918917650863557,1490478662,2017-03-25,1,
397647353169066972,1490474235,2017-03-25,1,
3470791476533161277,1490490372,2017-03-26,1,
6849216651431360608,1490456209,2017-03-25,1,
8728617073715219317,1490462710,2017-03-25,1,
3776997628928354904,1490454846,2017-03-25,1,
0405560563498995558,1490469024,2017-03-25,1,
1218736252969919418,1490444650,2017-03-25,1,
9264835132734316121,1490473569,2017-03-25,1,
0430610636339425680,1490483684,2017-03-25,1,
537343679814389250,1490461129,2017-03-25,1,
2898952291821211960,1490452008,2017-03-25,1,
7577040917101344219,1490450299,2017-03-25,1,
3377527738842748624,1490454649,2017-03-25,1,
572462931338077288,1490470046,2017-03-25,1,
5107955899513367008,1490453107,2017-03-25,1,
2285974396083434334,1490463141,2017-03-25,1,
7045233785858967343,1490435106,2017-03-25,1,
4685050782325804201,1490429115,2017-03-25,1,
9027524915396846097,1490440552,2017-03-25,1,
8927980171766946596,1490477644,2017-03-25,1,
5541178787326080377,1490471460,2017-03-25,1,
2036422003021199317,1490433105,2017-03-25,1,
275183795427525432,1490473481,2017-03-25,1,
9238851196026212376,1490454198,2017-03-25,1,
9870615196991584579,1490470321,2017-03-25,1,
4309799808707725039,1490439487,2017-03-25,1,
8592719010448966563,1490479617,2017-03-25,1,
9981950556215622891,1490473808,2017-03-25,1,
8432372410029916219,1490468288,2017-03-25,1,
8126958973082589536,1490440711,2017-03-25,1,
1625331270028299630,1490456566,2017-03-25,1,
6845001667493830705,1490430496,2017-03-25,1,
6183127856865406083,1490446229,2017-03-25,1,
6428099600284019195,1490427281,2017-03-25,1,
2971111923252365833,1490445956,2017-03-25,1,
8659620941380921076,1490446657,2017-03-25,1,
0530460637483327036,1490455352,2017-03-25,1,
4026830627127706584,1490469010,2017-03-25,1,
2617825409003958890,1490480073,2017-03-25,1,
3432068021589126805,1490481408,2017-03-25,1,
3257250045170427174,1490429828,2017-03-25,1,
2675803415630759904,1490472008,2017-03-25,1,
493656594071658294,1490458479,2017-03-25,1,
0579025612166057406,1490499038,2017-03-26,1,
8208799736358794852,1490435908,2017-03-25,1,
7472778583479170599,1490449468,2017-03-25,1,
6347751631253676577,1490445573,2017-03-25,1,
3715612399929968747,1490471985,2017-03-25,1,
5446147822556653781,1490478636,2017-03-25,1,
0783144692627123140,1490451919,2017-03-25,1,
0817334562197155375,1490503476,2017-03-26,1,
4640387849332851853,1490441181,2017-03-25,1,
9106759341828359388,1490460578,2017-03-25,1,
0384229665120592277,1490479803,2017-03-25,1,
625846242742792727,1490476445,2017-03-25,1,
1583300507560838250,1490467047,2017-03-25,1,
5881512380358116549,1490453524,2017-03-25,1,
916843587816872749,1490465286,2017-03-25,1,
5048258611474566096,1490449838,2017-03-25,1,
060769546320737142,1490460728,2017-03-25,1,
7219789278982019045,1490470258,2017-03-25,1,
0272506674632430289,1490456877,2017-03-25,1,
7768874103904575747,1490477311,2017-03-25,1,
6980581155145509651,1490506335,2017-03-26,1,
2792903193976696365,1490462967,2017-03-25,1,
7202269382897877225,1490443263,2017-03-25,1,
0616459184894481915,1490502218,2017-03-26,1,
5690615457906521996,1490469362,2017-03-25,1,
3828843291027040894,1490503951,2017-03-26,1,
6685479554985737335,1490501436,2017-03-26,1,
827275292890777453,1490453619,2017-03-25,1,
0842867242695588394,1490465663,2017-03-25,1,
1238137457824289158,1490510804,2017-03-26,1,
8047980918269756832,1490468374,2017-03-25,1,
2310572992733082682,1490478459,2017-03-25,1,
7704395475072688853,1490440751,2017-03-25,1,
6194064394250020508,1490472042,2017-03-25,1,
4714714555902550257,1490479887,2017-03-25,1,
6741318398909460825,1490464978,2017-03-25,1,
8580775837322167482,1490453373,2017-03-25,1,
5328672533370075348,1490454204,2017-03-25,1,
5300024174554108994,1490486189,2017-03-25,1,
8025317455840389918,1490446121,2017-03-25,1,
1179129376329983459,1490477108,2017-03-25,1,
6709715810570630834,1490460733,2017-03-25,1,
0439070497163230927,1490467364,2017-03-25,1,
7167036310878032008,1490433918,2017-03-25,1,
6709715810570630834,1490485020,2017-03-25,1,
0861376968256373067,1490511284,2017-03-26,1,
6349404132567880938,1490497368,2017-03-26,1,
6892677204313514490,1490465003,2017-03-25,1,
1845069982071547549,1490438557,2017-03-25,1,
0949804113863864963,1490462162,2017-03-25,1,
3648488037942437558,1490481434,2017-03-25,1,
5866220811132853402,1490457296,2017-03-25,1,
3982828791748173494,1490507930,2017-03-26,1,
9024641244478107986,1490482792,2017-03-25,1,
78122939615916158,1490430595,2017-03-25,1,
5836874283699145280,1490475107,2017-03-25,1,
9985015331474073635,1490448129,2017-03-25,1,
9024641244478107986,1490477207,2017-03-25,1,
2683329704444784754,1490440350,2017-03-25,1,
2670789403022467244,1490467065,2017-03-25,1,
4449138438629705206,1490496122,2017-03-26,1,
8300436300762656927,1490442674,2017-03-25,1,
7798735485267227200,1490469343,2017-03-25,1,
5186021470406740377,1490453574,2017-03-25,1,
5361071704803032438,1490460376,2017-03-25,1,
615275514872219259,1490477943,2017-03-25,1,
5701378992996815400,1490467645,2017-03-25,1,
507267572498466835,1490458029,2017-03-25,1,
0334027028416674846,1490464437,2017-03-25,1,
5013343420613976517,1490494290,2017-03-26,1,
3393768238479535210,1490479486,2017-03-25,1,
527543745965138454,1490485687,2017-03-25,1,
6122316592716940427,1490486342,2017-03-25,1,
0601759290356232194,1490474472,2017-03-25,1,
8830472193131389362,1490450155,2017-03-25,1,
1463713726330353509,1490471477,2017-03-25,1,
7400188155807328274,1490431292,2017-03-25,1,
1382936659980944288,1490490339,2017-03-26,1,
2643689172409850702,1490502661,2017-03-26,1,
